TOWDUR,BOTTEMP,SURFTEMP,AVGDEPTH,anom,anom10,AIRTEMP,BAROPRESS,WINDDIR,WAVEHGT,nsmall,nmedium,nlarge,SEASON_FALL,SVVESSEL_DE,SVVESSEL_HB,tod_night,tod_twilight_dawn,tod_twilight_dusk,lunar_phase_new,lunar_phase_q1,lunar_phase_q3,lunar_phase_wane_c,lunar_phase_wane_g,lunar_phase_wax_c,lunar_phase_wax_g,AREA_GoM,stratum_X1140,stratum_X1150,stratum_X1160,stratum_X1170,stratum_X1180,stratum_X1190,stratum_X1200,stratum_X1210,stratum_X1220,stratum_X1230,stratum_X1240,stratum_X1250,stratum_X1260,stratum_X1270,stratum_X1280,stratum_X1290,stratum_X1300,stratum_X1360,stratum_X1370,stratum_X1380,stratum_X1390,stratum_X1400,stratum_X3560,stratum_X3580,stratum_X3590,stratum_X3600,stratum_X3610,stratum_X3630,stratum_X3640,stratum_X3650,stratum_X3660
0.7709923664122137,0.362946912242687,0.25557809330628806,0.75,0.35904793489495457,0.31731975173213256,0.13,0.8490566037735849,0.4166666666666667,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7709923664122137,0.4550379198266523,0.29208924949290066,0.32038834951456313,0.35970862341011656,0.3104455605012074,0.14,0.8490566037735849,0.4444444444444444,0.0375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7709923664122137,0.13001083423618637,0.2109533468559838,0.14563106796116504,0.40498521871379445,0.34654336662687946,0.12,0.8113207547169812,0.5555555555555556,0.125,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7709923664122137,0.17876489707475626,0.22312373225152132,0.1941747572815534,0.4004769911985795,0.30978138743541667,0.12,0.7924528301886793,0.5555555555555556,0.075,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7709923664122137,0.38461538461538464,0.23529411764705882,0.4393203883495146,0.3543065231979208,0.2696985429149999,0.12,0.7924528301886793,0.5555555555555556,0.075,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7709923664122137,0.46587215601300114,0.24340770791075053,0.3276699029126214,0.3335919950461101,0.22978174166106938,0.14,0.7735849056603774,0.5277777777777778,0.0375,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7709923664122137,0.42795232936078015,0.2596348884381339,0.3470873786407767,0.3335919950461101,0.22978174166106938,0.14,0.7735849056603774,0.5277777777777778,0.0375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7709923664122137,0.42795232936078015,0.24340770791075053,0.32524271844660196,0.30576534934875443,0.21264607656366677,0.15,0.7547169811320755,0.5277777777777778,0.0375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7709923664122137,0.362946912242687,0.30425963488843816,0.4077669902912621,0.2534932285903929,0.21440613518806056,0.16,0.71698113207547165,0.5833333333333334,0.0625,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7709923664122137,0.4117009750812568,0.25557809330628806,0.22815533980582525,0.3679477978344787,0.2648832881880648,0.17,0.6981132075471698,0.6111111111111112,0.0625,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
